Module	Section	Sample Name	Source
featureCounts	all_sections	L1aaP1_merged2017_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aaP1-sex_154_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aaP2_merged2017_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aaP2-sex_merged2017_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aaP3_merged2017_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aaP3-sex_154_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aP1_merged2017_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aP1-sex_154_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aP2_154_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aP2-sex_154_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aP3_154_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L1aP3-sex_154_vs.9033_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L1_BA.summary
featureCounts	all_sections	L10aaP1_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aaP1-sex_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aaP2_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aaP2-sex_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aaP3_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aaP3-sex_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aP1_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aP1-sex_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aP2_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aP2-sex_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aP3_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L10aP3-sex_merged_vs.10708_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_sa.summary
featureCounts	all_sections	L6aaP1_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aaP1-sex_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aaP2_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aaP2-sex_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aaP3_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aaP3-sex_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aP1_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aP1-sex_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aP2_merged2017_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aP2-sex_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aP3_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aP3-sex_merged_vs.2509_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_sa.summary
featureCounts	all_sections	L6aaP1_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aaP1-sex_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aaP2_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aaP2-sex_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aaP3_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aaP3-sex_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aP1_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aP1-sex_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aP2_merged2017_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aP2-sex_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aP3_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	L6aP3-sex_merged_vs.2508_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L6_BA.summary
featureCounts	all_sections	crassa-aaP1_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aaP1-sex_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aaP2_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aaP2-sex_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aaP3_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aaP3-sex_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aP1_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aP1-sex_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aP2_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aP2-sex_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-aP3_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	crassa-ap3-sex_163_vs.2489_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/crassa_sa.summary
featureCounts	all_sections	L10aaP1_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aaP1-sex_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aaP2_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aaP2-sex_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aaP3_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aaP3-sex_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aP1_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aP1-sex_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aP2_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aP2-sex_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aP3_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	L10aP3-sex_merged_vs.10707_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/L10_BA.summary
featureCounts	all_sections	Sito-aaP1_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aaP1-sex_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aaP2_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aaP2-sex_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aaP3_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aaP3-sex_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aP1_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aP1-sex_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aP2_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aP2-sex_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aP3_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
featureCounts	all_sections	Sito-aP3-sex_163_vs.5941_ribofiltered+trimmed	/crex/proj/sllstore2017101/nobackup/b2016278_nobackup/geneCounts/featureCounts/sito_sa.summary
